movieId,title,genres
3099,shampoo,comedy drama romance
3100,river runs through it a,drama
3101,fatal attraction,drama thriller
3102,jagged edge,crime romance thriller
3103,stanley iris,drama romance
3104,midnight run,action comedy crime thriller
3105,awakenings,drama mystery
3106,come see the paradise,drama romance
3107,backdraft,action drama
3108,fisher king the,comedy drama fantasy romance
3109,river the,drama
3110,country,drama
3111,places in the heart,drama
3112,night mother,drama
3113,end of days,action fantasy horror mystery thriller
3114,toy story,adventure animation children comedy fantasy
3115,flawless,drama
3117,ride with the devil,drama romance war
3120,distinguished gentleman the,comedy
3121,hitch hiker the,drama film noir
3122,santa fe trail,drama romance western
3125,end of the affair the,drama
3126,end of the affair the,drama
3127,holy smoke,comedy drama
3128,map of the world a,drama
3129,sweet and lowdown,comedy drama
3130,bonfire of the vanities,comedy crime drama
3134,grand illusion,drama war
3135,great santini the,drama
3137,sea wolves the,action war
3139,tarzan the fearless,action adventure
3140,three ages,comedy
3141,two jakes the,drama
3142,rattle and hum,documentary musical
3143,hell in the pacific,drama war
3144,glass bottom boat the,comedy romance
3145,cradle will rock,drama
3146,deuce bigalow male gigolo,comedy
3147,green mile the,crime drama
3148,cider house rules the,drama
3149,diamonds,mystery
3150,war zone the,drama thriller
3152,last picture show the,drama
3153,voyage of sinbad the,action adventure fantasy
3155,anna and the king,drama romance
3156,bicentennial man,drama romance sci fi
3157,stuart little,children comedy fantasy
3158,emperor and the assassin the,drama
3159,fantasia,animation children musical imax
3160,magnolia,drama
3162,simpatico,comedy drama
3163,topsy turvy,comedy drama musical
3165,boiling point,action drama
3166,brenda starr,adventure
3167,carnal knowledge,comedy drama
3168,easy rider,adventure drama
3169,the falcon and the snowman,crime drama thriller
3171,room at the top,drama
3173,any given sunday,drama
3174,man on the moon,comedy drama
3175,galaxy quest,adventure comedy sci fi
3176,talented mr ripley the,drama mystery thriller
3177,next friday,comedy
3178,hurricane the,drama
3179,angela s ashes,drama
3181,titus,drama
3182,mr death the rise and fall of fred a leuchter jr,documentary
3183,third miracle the,drama
3185,snow falling on cedars,drama
3186,girl interrupted,drama
3188,life and times of hank greenberg the,documentary
3189,my dog skip,children drama
3190,supernova,adventure sci fi thriller
3194,way we were the,drama romance
3196,stalag,drama war
3197,presidio the,action crime romance thriller
3198,papillon,crime drama
3199,pal joey,comedy drama musical romance
3200,last detail the,comedy drama
3201,five easy pieces,drama
3202,even dwarfs started small,drama horror
3203,dead calm,thriller
3204,boys from brazil the,action mystery thriller
3206,against all odds,romance
3207,snows of kilimanjaro the,adventure
3208,loaded weapon,action comedy
3210,fast times at ridgemont high,comedy drama romance
3211,cry in the dark a,drama
3213,batman mask of the phantasm,animation children
3214,american flyers,drama
3217,star is born a,drama
3219,pacific heights,mystery thriller
3221,draughtsman s contract the,drama
3222,carmen,drama
3224,woman in the dunes,drama
3225,down to you,comedy romance
3229,another man s poison,crime drama
3230,odessa file the,thriller
3232,seven chances,comedy
3235,where the buffalo roam,comedy
3238,eye of the beholder,thriller
3240,big tease the,comedy
3243,encino man,comedy
3244,goodbye girl the,comedy romance
3245,i am cuba,drama
3246,malcolm x,drama
3247,sister act,comedy crime
3248,sister act back in the habit,comedy
3249,hand that rocks the cradle the,drama thriller
3250,alive,drama
3251,agnes of god,drama mystery
3252,scent of a woman,drama
3253,wayne s world,comedy
3254,wayne s world,comedy
3255,league of their own a,comedy drama
3256,patriot games,action crime drama thriller
3257,bodyguard the,drama romance thriller
3258,death becomes her,comedy fantasy
3259,far and away,adventure drama romance
3260,howards end,drama
3261,singles,comedy drama romance
3262,twin peaks fire walk with me,crime drama mystery thriller
3263,white men can t jump,comedy drama
3264,buffy the vampire slayer,action comedy horror
3265,hard boiled,action crime drama thriller
3266,man bites dog,comedy crime drama thriller
3267,mariachi el,action crime thriller western
3268,stop or my mom will shoot,action comedy
3269,forever young,drama romance sci fi
3270,cutting edge the,comedy drama romance
3271,of mice and men,drama
3272,bad lieutenant,crime drama
3273,scream,comedy horror mystery thriller
3274,single white female,drama thriller
3275,boondock saints the,action crime drama thriller
3276,gun shy,comedy
3281,brandon teena story the,documentary
3282,different for girls,comedy
3284,they might be giants,comedy mystery romance
3285,beach the,adventure drama
3286,snow day,comedy
3287,tigger movie the,animation children
3289,not one less,drama
3292,big combo the,film noir
3296,to sir with love,drama
3298,boiler room,crime drama thriller
3300,pitch black,horror sci fi thriller
3301,whole nine yards the,comedy crime
3302,beautiful people,comedy
3303,black tar heroin the dark end of the street,documentary
3304,blue collar,crime drama
3307,city lights,comedy drama romance
3308,flamingo kid the,comedy drama
3310,kid the,comedy drama
3311,man from laramie the,western
3313,class reunion,comedy
3316,reindeer games,action thriller
3317,wonder boys,comedy drama
3318,deterrence,drama thriller
3320,mifune s last song,comedy drama romance
3324,drowning mona,comedy
3325,next best thing the,comedy drama
3326,what planet are you from,comedy sci fi
3327,beyond the mat,documentary
3328,ghost dog the way of the samurai,crime drama
3329,year my voice broke the,drama
3330,splendor in the grass,drama romance
3331,my tutor,drama
3333,killing of sister george the,drama
3334,key largo,crime drama film noir thriller
3338,for all mankind,documentary
3339,cross of iron,war
3340,bride of the monster,horror sci fi
3341,born yesterday,comedy
3342,birdy,drama war
3343,and god created woman,comedy drama romance
3345,charlie the lonesome cougar,adventure children
3347,never cry wolf,adventure drama
3350,raisin in the sun a,drama
3354,mission to mars,sci fi
3355,ninth gate the,fantasy horror mystery thriller
3357,east west,drama romance
3358,defending your life,comedy drama fantasy romance
3359,breaking away,comedy drama
3360,hoosiers,drama romance
3361,bull durham,comedy drama romance
3362,dog day afternoon,crime drama
3363,american graffiti,comedy drama
3364,asphalt jungle the,crime film noir
3365,searchers the,drama western
3368,big country the,romance western
3370,betrayed,drama thriller
3371,bound for glory,drama
3372,bridge at remagen the,action war
3373,buck and the preacher,western
3374,daughters of the dust,drama
3375,destination moon,sci fi
3377,hangmen also die,drama war
3379,on the beach,drama
3380,railroaded,film noir
3384,taking of pelham one two three the,action crime
3385,volunteers,comedy
3386,jfk,drama mystery thriller
3387,who s harry crumb,comedy mystery
3388,harry and the hendersons,children comedy
3390,shanghai surprise,adventure crime drama romance
3391,who s that girl,comedy
3392,she devil,comedy
3393,date with an angel,comedy fantasy romance
3394,blind date,comedy romance
3395,nadine,comedy
3396,muppet movie the,adventure children comedy musical
3397,great muppet caper the,children comedy
3398,muppets take manhattan the,children comedy musical
3399,sesame street presents follow that bird,children comedy
3400,we re back a dinosaur s story,adventure animation children fantasy
3401,baby secret of the lost legend,adventure sci fi
3402,turtle diary,comedy drama romance
3403,raise the titanic,drama thriller
3404,titanic,action drama
3405,night to remember a,action drama
3406,captain horatio hornblower r n,action adventure drama war
3408,erin brockovich,drama
3409,final destination,drama thriller
3412,bear the,adventure children drama
3413,impact,crime drama
3414,love is a many splendored thing,drama romance war
3415,mirror the,drama
3417,crimson pirate the,adventure comedy
3418,thelma louise,adventure crime drama
3420,and justice for all,drama thriller
3421,animal house,comedy
3422,she s gotta have it,comedy romance
3423,school daze,drama
3424,do the right thing,drama
3425,mo better blues,drama musical
3426,jungle fever,drama romance
3427,coogan s bluff,crime
3428,champ the,drama
3429,creature comforts,animation comedy
3430,death wish,action crime drama
3431,death wish,action drama
3432,death wish,action drama
3433,death wish the crackdown,action drama
3434,death wish the face of death,action drama
3435,double indemnity,crime drama film noir
3436,dying young,drama romance
3437,cool as ice,drama
3438,teenage mutant ninja turtles,action children comedy fantasy sci fi
3439,teenage mutant ninja turtles ii the secret of the ooze,action children fantasy
3440,teenage mutant ninja turtles iii,action adventure children comedy fantasy
3441,red dawn,action drama war
3442,band of the hand,action crime drama
3443,born american,action drama thriller
3444,bloodsport,action
3445,eyes of laura mars,mystery thriller
3446,funny bones,comedy drama
3447,good earth the,drama
3448,good morning vietnam,comedy drama war
3449,good mother the,drama
3450,grumpy old men,comedy
3451,guess who s coming to dinner,drama
3452,romeo must die,action crime romance thriller
3453,here on earth,drama romance
3454,whatever it takes,comedy romance
3456,color of paradise the,drama
3457,waking the dead,drama thriller
3459,gothic,drama horror
3461,lord of the flies,adventure drama thriller
3462,modern times,comedy drama romance
3466,heart and souls,comedy fantasy
3467,hud,drama western
3468,hustler the,drama
3469,inherit the wind,drama
3470,dersu uzala,adventure drama
3471,close encounters of the third kind,adventure drama sci fi
3473,jonah who will be in the year,comedy
3474,retroactive,sci fi thriller
3475,place in the sun a,drama romance
3476,jacob s ladder,horror mystery
3477,empire records,comedy drama
3478,bamba la,drama
3479,ladyhawke,adventure fantasy romance
3480,lucas,drama romance
3481,high fidelity,comedy drama romance
3483,road to el dorado the,animation children
3484,skulls the,thriller
3487,el dorado,western
3489,hook,adventure comedy fantasy
3490,horror express,horror
3491,my chauffeur,comedy
3492,son of the sheik the,adventure comedy romance
3494,true grit,adventure drama western
3496,madame sousatzka,drama
3497,max dugan returns,comedy
3498,midnight express,drama
3499,misery,drama horror thriller
3500,mr saturday night,comedy drama
3501,murphy s romance,comedy romance
3502,my life,drama
3503,solaris,drama mystery sci fi
3504,network,comedy drama
3505,no way out,drama mystery thriller
3506,north dallas forty,comedy drama
3507,odd couple the,comedy
3508,outlaw josey wales the,action adventure drama thriller western
3510,frequency,drama thriller
3512,return to me,drama romance
3513,rules of engagement,drama thriller
3515,me myself i,comedy romance
3516,bell book and candle,comedy fantasy romance
3518,end of violence the,drama thriller
3519,force from navarone,action drama war
3520,how to stuff a wild bikini,comedy
3521,mystery train,comedy drama
3524,arthur,comedy romance
3525,bachelor party,comedy
3526,parenthood,comedy drama
3527,predator,action sci fi thriller
3528,prince of tides the,drama romance
3529,postman always rings twice the,crime thriller
3531,all the vermeers in new york,comedy drama romance
3534,days,drama
3535,american psycho,crime horror mystery thriller
3536,keeping the faith,comedy drama romance
3537,where the money is,comedy drama
3538,east is east,comedy
3539,filth and the fury the,documentary
3540,passion of mind,drama mystery romance
3543,diner,comedy drama
3545,cabaret,drama musical
3546,what ever happened to baby jane,drama horror thriller
3547,prick up your ears,comedy drama
3548,auntie mame,comedy drama
3549,guys and dolls,comedy musical romance
3550,hunger the,horror
3551,marathon man,crime drama thriller
3552,caddyshack,comedy
3553,gossip,drama thriller
3554,love and basketball,drama romance
3555,,action thriller war
3556,virgin suicides the,drama romance
3557,jennifer,mystery thriller
3559,limelight,comedy drama romance
3564,flintstones in viva rock vegas the,children comedy
3565,where the heart is,comedy drama
3566,big kahuna the,comedy drama
3567,bossa nova,comedy drama romance
3569,idiots the,comedy drama
3571,time code,comedy drama
3572,carnosaur,horror sci fi
3573,carnosaur,horror sci fi
3574,carnosaur primal species,horror sci fi
3576,hidden the,action horror sci fi
3577,two moon junction,drama romance
3578,gladiator,action adventure drama
3580,up at the villa,drama
3581,human traffic,comedy
3584,breathless,action drama romance thriller
3585,great locomotive chase the,adventure war
3588,king of marvin gardens the,crime drama
3590,lords of flatbush the,comedy drama
3591,mr mom,comedy drama
3593,battlefield earth,action sci fi
3594,center stage,drama musical
3596,screwed,comedy
3597,whipped,comedy
3598,hamlet,crime drama romance thriller
3599,anchors aweigh,comedy musical
3600,blue hawaii,comedy musical
3604,gypsy,musical
3605,king creole,crime drama musical
3606,on the town,comedy musical romance
3608,pee wee s big adventure,adventure comedy
3610,roustabout,drama musical romance
3611,saludos amigos,animation children comedy
3612,slipper and the rose the,adventure musical romance
3613,things change,comedy
3614,honeymoon in vegas,comedy romance
3615,dinosaur,adventure animation children
3616,loser,comedy romance
3617,road trip,comedy
3618,small time crooks,comedy crime
3619,hollywood knights the,comedy
3620,myth of fingerprints the,comedy drama
3621,possession,drama horror
3622,twelve chairs the,comedy
3623,mission impossible ii,action adventure thriller
3624,shanghai noon,action adventure comedy western
3627,carnival of souls,horror thriller
3628,flying tigers,action drama romance war
3629,gold rush the,adventure comedy romance
3633,on her majesty s secret service,action adventure romance thriller
3634,seven days in may,thriller
3635,spy who loved me the,action adventure thriller
3638,moonraker,action adventure sci fi thriller
3639,man with the golden gun the,action adventure thriller
3640,king in new york a,comedy drama
3643,fighting seabees the,action drama war
3644,dark command,western
3645,cleo from to,drama
3646,big momma s house,comedy
3649,american gigolo,drama
3653,endless summer the,documentary
3654,guns of navarone the,action adventure drama war
3655,blow out,drama
3658,quatermass and the pit,horror sci fi
3660,puppet master,horror sci fi thriller
3661,puppet master ii,horror sci fi thriller
3662,puppet master iii toulon s revenge,horror sci fi thriller
3663,puppet master,horror sci fi thriller
3664,puppet master the final chapter,horror sci fi thriller
3665,curse of the puppet master,horror sci fi thriller
3668,romeo and juliet,drama romance
3669,stay tuned,comedy
3670,story of g i joe,war
3671,blazing saddles,comedy western
3672,benji,adventure children
3673,benji the hunted,adventure children
3675,white christmas,comedy musical romance
3676,eraserhead,drama horror
3677,baraka,documentary
3678,man with the golden arm the,drama
3679,decline of western civilization the,documentary musical
3681,for a few dollars more,action drama thriller western
3682,magnum force,action crime drama thriller
3683,blood simple,crime drama film noir
3684,fabulous baker boys the,drama romance
3685,prizzi s honor,comedy drama romance
3686,flatliners,horror sci fi thriller
3688,porky s,comedy
3689,porky s ii the next day,comedy
3690,porky s revenge,comedy
3692,class of nuke em high,comedy horror
3693,toxic avenger the,comedy horror
3694,toxic avenger part ii the,comedy horror
3695,toxic avenger part iii the last temptation of toxie the,comedy horror
3696,night of the creeps,comedy horror sci fi thriller
3697,predator,action sci fi thriller
3698,running man the,action sci fi
3699,starman,adventure drama romance sci fi
3700,brother from another planet the,drama sci fi
3701,alien nation,crime drama sci fi thriller
3702,mad max,action adventure sci fi
3703,road warrior the,action adventure sci fi
3704,mad max beyond thunderdome,action adventure sci fi
3705,bird on a wire,action comedy romance
3706,angel heart,film noir horror mystery thriller
3707,weeks,drama romance
3708,firestarter,horror thriller
3709,sleepwalkers,horror
3710,action jackson,action comedy crime thriller
3712,soapdish,comedy
3713,long walk home the,drama
3715,burglar,comedy crime
3716,fatal beauty,action comedy crime drama
3717,gone in seconds,action crime
3718,american pimp,documentary
3719,love s labour s lost,comedy romance
3720,sunshine,drama
3723,hamlet,drama
3724,coming home,drama war
3726,assault on precinct,action thriller
3727,near dark,horror western
3728,one false move,crime drama film noir thriller
3729,shaft,action crime drama thriller
3730,conversation the,drama mystery
3731,cutter s way,drama thriller
3732,fury the,horror
3733,paper chase the,drama
3734,prince of the city,drama
3735,serpico,crime drama
3736,ace in the hole,drama
3737,lonely are the brave,drama western
3738,sugarland express the,drama
3739,trouble in paradise,comedy romance
3740,big trouble in little china,action adventure comedy fantasy
3741,badlands,crime drama thriller
3742,battleship potemkin,drama war
3743,boys and girls,comedy romance
3744,shaft,action crime thriller
3745,titan a e,action adventure animation children sci fi
3747,jesus son,drama
3751,chicken run,animation children comedy
3752,me myself irene,adventure comedy
3753,patriot the,action drama war
3754,adventures of rocky and bullwinkle the,adventure animation children comedy fantasy
3755,perfect storm the,drama thriller
3756,golden bowl the,drama
3758,communion,drama sci fi thriller
3759,fun and fancy free,animation children musical
3760,kentucky fried movie the,comedy
3761,bound by honor,action crime drama thriller
3763,f x,action crime thriller
3764,,action crime thriller
3765,hot spot the,crime drama romance
3766,missing in action,action war
3767,missing in action the beginning,action war
3768,braddock missing in action iii,action war
3769,thunderbolt and lightfoot,action
3770,dreamscape,horror sci fi thriller
3771,the golden voyage of sinbad,action adventure fantasy
3773,house party,comedy
3774,house party,comedy drama romance
3775,make mine music,animation children musical
3776,melody time,animation children musical
3780,rocketship x m,sci fi
3781,shaft in africa,action crime
3783,croupier,crime drama
3784,kid the,comedy fantasy
3785,scary movie,comedy horror
3786,but i m a cheerleader,comedy
3787,shower,comedy
3788,blow up,drama mystery
3789,pawnbroker the,drama
3790,groove,drama
3791,footloose,drama
3792,duel in the sun,western
3793,x men,action adventure sci fi
3796,wisdom of crocodiles the,romance thriller
3797,in crowd the,thriller
3798,what lies beneath,drama horror mystery
3799,pok mon the movie,animation children
3801,anatomy of a murder,drama mystery
3802,freejack,action sci fi
3804,h o t s,comedy
3806,mackenna s gold,western
3807,sinbad and the eye of the tiger,adventure fantasy
3808,two women,drama war
3809,what about bob,comedy
3810,white sands,drama thriller
3811,breaker morant,drama war
3812,everything you always wanted to know about sex but were afraid to ask,comedy
3813,interiors,drama
3814,love and death,comedy
3816,official story the,drama
3819,tampopo,comedy
3820,thomas and the magic railroad,children
3821,nutty professor ii the klumps,comedy
3822,girl on the bridge the,drama romance
3823,wonderland,drama
3824,autumn in new york,drama romance
3825,coyote ugly,comedy drama romance
3826,hollow man,horror sci fi thriller
3827,space cowboys,action adventure comedy sci fi
3830,psycho beach party,comedy horror thriller
3831,saving grace,comedy
3833,brain that wouldn t die the,horror sci fi
3834,bronco billy,adventure drama romance
3835,crush the,thriller
3836,kelly s heroes,action comedy war
3837,phantasm ii,action fantasy horror sci fi thriller
3838,phantasm iii lord of the dead,horror
3839,phantasm iv oblivion,horror
3840,pumpkinhead,horror
3841,air america,action comedy
3843,sleepaway camp,horror
3844,steel magnolias,drama
3845,and god created woman,drama
3847,ilsa she wolf of the ss,horror
3848,silent fall,drama thriller
3849,spiral staircase the,thriller
3850,whatever happened to aunt alice,crime thriller
3851,i m the one that i want,comedy
3852,tao of steve the,comedy
3855,affair of love an,drama romance
3857,bless the child,thriller
3858,cecil b demented,comedy
3859,eyes of tammy faye the,documentary
3861,replacements the,comedy
3863,cell the,drama horror thriller
3864,godzilla,action adventure sci fi
3865,original kings of comedy the,comedy documentary
3868,naked gun from the files of police squad the,action comedy crime romance
3869,naked gun the smell of fear the,comedy
3870,our town,drama
3871,shane,drama western
3872,suddenly last summer,drama
3873,cat ballou,comedy western
3877,supergirl,action adventure fantasy
3878,x the unknown,horror sci fi
3879,art of war the,action thriller
3882,bring it on,comedy
3888,skipped parts,drama romance
3889,highlander endgame,action adventure fantasy
3890,back stage,documentary
3892,anatomy,horror
3893,nurse betty,comedy crime drama romance thriller
3894,solas,drama
3895,watcher the,crime thriller
3896,way of the gun the,crime thriller
3897,almost famous,drama
3898,bait,action comedy
3901,duets,comedy drama
3902,goya in bordeaux,drama
3903,urbania,drama
3905,specials the,comedy
3906,under suspicion,crime thriller
3908,urban legends final cut,horror
3909,woman on top,comedy romance
3910,dancer in the dark,drama musical
3911,best in show,comedy
3913,barenaked in america,documentary
3914,broken hearts club the,drama
3915,girlfight,drama
3916,remember the titans,drama
3917,hellraiser,horror
3918,hellbound hellraiser ii,horror
3919,hellraiser iii hell on earth,horror
3923,return of the fly,horror sci fi
3925,stranger than paradise,comedy drama
3926,voyage to the bottom of the sea,adventure sci fi
3927,fantastic voyage,adventure sci fi
3928,abbott and costello meet frankenstein,comedy horror
3929,bank dick the,comedy
3930,creature from the black lagoon the,adventure horror sci fi
3932,invisible man the,horror sci fi
3936,phantom of the opera,horror musical thriller
3937,runaway,sci fi thriller
3938,slumber party massacre the,horror
3941,sorority house massacre,horror
3943,bamboozled,comedy
3944,bootmen,comedy drama
3945,digimon the movie,adventure animation children
3946,get carter,action drama thriller
3947,get carter,action crime drama thriller
3948,meet the parents,comedy
3949,requiem for a dream,drama
3950,tigerland,drama
3952,contender the,drama thriller
3953,dr t and the women,comedy romance
3955,ladies man the,comedy
3956,lost souls,drama horror thriller
3957,billy jack,action drama
3958,billy jack goes to washington,drama
3959,time machine the,action adventure sci fi
3960,haunted,drama thriller
3961,ghoulies,horror
3962,ghoulies ii,comedy horror
3963,unsinkable molly brown the,musical
3964,adventures of ichabod and mr toad the,animation children
3965,strange love of martha ivers the,drama film noir
3966,detour,crime film noir
3967,billy elliot,drama
3968,bedazzled,comedy
3969,pay it forward,drama
3970,beyond the,horror
3972,legend of drunken master the,action comedy
3973,book of shadows blair witch,crime horror mystery thriller
3975,lucky numbers,comedy drama
3977,charlie s angels,action comedy
3978,legend of bagger vance the,drama romance
3979,little nicky,comedy
3980,men of honor,drama
3981,red planet,action sci fi thriller
3982,what s cooking,drama
3983,you can count on me,drama romance
3984,diamonds are forever,action adventure thriller
3985,eagle has landed the,drama war
3986,day the,action sci fi thriller
3987,bounce,drama romance
3988,how the grinch stole christmas,children comedy fantasy
3989,one day in september,documentary
3990,rugrats in paris the movie,animation children comedy
3991,dalmatians,children comedy
3992,mal na,drama romance war
3993,quills,drama romance
3994,unbreakable,drama sci fi
3996,crouching tiger hidden dragon,action drama romance
3997,dungeons dragons,action adventure comedy fantasy
3998,proof of life,drama
3999,vertical limit,action adventure
4000,bounty the,adventure drama
4002,planes trains automobiles,comedy
4003,she s having a baby,comedy
4005,living daylights the,action adventure thriller
4006,transformers the movie,adventure animation children sci fi
4007,wall street,drama
4008,born on the fourth of july,drama war
4009,talk radio,drama
4010,brewster s millions,comedy
4011,snatch,comedy crime thriller
4012,punchline,comedy drama
4014,chocolat,drama romance
4015,dude where s my car,comedy sci fi
4016,emperor s new groove the,adventure animation children comedy fantasy
4017,pollock,drama
4018,what women want,comedy romance
4019,finding forrester,drama
4020,gift the,thriller
4021,before night falls,drama
4022,cast away,drama
4023,family man the,comedy drama romance
4024,house of mirth the,romance
4025,miss congeniality,comedy crime
4027,o brother where art thou,adventure comedy crime
4028,songcatcher,drama
4029,state and main,comedy drama
4030,dracula,horror
4031,all the pretty horses,drama romance western
4032,everlasting piece an,comedy
4033,thirteen days,drama thriller war
4034,traffic,crime drama thriller
4035,claim the,romance western
4036,shadow of the vampire,drama horror
4037,house of games,crime film noir mystery thriller
4038,kill me again,crime drama thriller
4039,annie,children musical
4040,don t tell mom the babysitter s dead,comedy
4041,officer and a gentleman an,drama romance
4042,alamo the,action drama war western
4043,at close range,crime drama
4045,breakheart pass,western
4046,friendly persuasion,drama
4047,gettysburg,drama war
4052,antitrust,crime drama thriller
4053,double take,action comedy
4054,save the last dance,drama romance
4055,panic,drama
4056,pledge the,crime drama mystery thriller
4057,kids world,adventure children comedy
4061,the man in the moon,drama romance
4062,mystic pizza,comedy drama romance
4063,prelude to a kiss,comedy drama romance
4064,coffy,action crime thriller
4065,foxy brown,action crime drama
4066,i m gonna git you sucka,action comedy
4067,untamed heart,drama romance
4068,sugar spice,comedy
4069,wedding planner the,comedy romance
4077,with a friend like harry,drama thriller
4078,amazing grace and chuck,drama
4079,amazon women on the moon,comedy sci fi
4080,baby boom,comedy
4081,back to the beach,comedy
4082,barfly,comedy drama romance
4084,beverly hills cop ii,action comedy crime thriller
4085,beverly hills cop,action comedy crime drama
4086,big easy the,action crime mystery romance thriller
4090,brave little toaster the,animation children
4091,can t buy me love,comedy romance
4092,cherry,romance sci fi
4093,cop,thriller
4095,cry freedom,drama
4096,curse the,horror sci fi
4097,dead of winter,horror thriller
4098,dead the,drama
4100,disorderlies,comedy
4102,eddie murphy raw,comedy documentary
4103,empire of the sun,action adventure drama war
4104,ernest goes to camp,comedy
4105,evil dead the,fantasy horror thriller
4106,extreme prejudice,action crime drama thriller western
4108,five corners,drama
4109,flowers in the attic,drama thriller
4110,fourth protocol the,thriller
4111,gardens of stone,drama war
4116,hollywood shuffle,comedy
4117,hope and glory,drama
4119,housekeeping,comedy drama
4121,innerspace,action adventure comedy sci fi
4123,ishtar,comedy
4124,jaws the revenge,horror thriller
4125,leonard part,comedy sci fi
4126,less than zero,drama
4127,like father like son,comedy
4128,lost boys the,comedy horror thriller
4129,made in heaven,fantasy romance
4130,maid to order,comedy fantasy
4131,making mr right,comedy romance sci fi
4132,mannequin,comedy romance
4133,masters of the universe,action adventure fantasy sci fi
4135,monster squad the,adventure comedy horror
4136,month in the country a,drama
4137,morgan stewart s coming home,comedy
4138,my demon lover,comedy horror
4139,no man s land,crime drama
4141,head over heels,comedy romance
4142,left behind the movie,action adventure drama thriller
4143,valentine,horror mystery
4144,in the mood for love,drama romance
4146,million dollar hotel the,drama mystery romance
4147,nico and dani,comedy drama romance
4148,hannibal,horror thriller
4149,saving silverman,comedy romance
4150,signs wonders,drama
4151,taste of others the,comedy drama romance
4152,vatel,drama
4153,down to earth,comedy fantasy romance
4154,recess school s out,animation children
4155,sweet november,drama romance
4157,price of milk the,comedy drama fantasy romance
4158,monkeybone,animation comedy fantasy
4159,miles to graceland,action thriller
4160,widow of st pierre the,drama romance
4161,mexican the,action comedy
4162,see spot run,comedy
4166,series the contenders,action drama
4167,minutes,thriller
4168,get over it,comedy romance
4169,blow dry,comedy
4172,simon magus,drama fantasy mystery romance
4174,avalon,drama
4178,of mice and men,drama
4179,pixote,drama
4182,tuff turf,drama
4183,unbelievable truth the,comedy drama
4184,bishop s wife the,comedy drama romance
4186,fortune cookie the,comedy drama romance
4187,lilies of the field,drama
4188,hans christian andersen,children musical
4189,greatest story ever told the,drama
4190,elmer gantry,drama
4191,alfie,comedy drama romance
4192,demetrius and the gladiators,drama
4193,fantasticks the,musical
4194,i know where i m going,drama romance war
4195,abominable dr phibes the,horror mystery
4197,real life,comedy
4199,death warrant,action
4200,double impact,action
4201,end the,comedy
4203,harley davidson and the marlboro man,action crime drama
4205,mermaids,comedy drama romance
4206,mighty quinn the,crime mystery
4207,navy seals,action adventure war
4210,manhunter,action crime drama horror thriller
4211,reversal of fortune,drama
4212,death on the nile,crime mystery
4213,deepstar six,horror sci fi thriller
4214,revenge of the nerds,comedy
4215,revenge of the nerds ii nerds in paradise,comedy
4216,longtime companion,drama
4217,little girls,documentary
4218,river s edge,crime drama
4219,girls just want to have fun,comedy
4220,longest yard the,comedy
4221,necessary roughness,comedy
4223,enemy at the gates,drama war
4224,exit wounds,action thriller
4225,dish the,comedy
4226,memento,mystery thriller
4228,heartbreakers,comedy crime romance
4229,say it isn t so,comedy romance
4231,someone like you,comedy romance
4232,spy kids,action adventure children comedy
4233,tomcats,comedy
4234,tailor of panama the,drama thriller
4235,amores perros,drama thriller
4237,gleaners i the,documentary
4238,along came a spider,action crime mystery thriller
4239,blow,crime drama
4240,just visiting,comedy fantasy
4241,pok mon the movie,animation children
4245,shadow magic,drama romance
4246,bridget jones s diary,comedy drama romance
4247,joe dirt,adventure comedy mystery romance
4248,josie and the pussycats,comedy
4251,chopper,drama thriller
4253,lakeboat,comedy
4254,crocodile dundee in los angeles,comedy drama
4255,freddy got fingered,comedy
4256,center of the world the,drama
4262,scarface,action crime drama
4263,days of wine and roses,drama
4265,driven,action thriller
4266,forsaken the,horror
4267,one night at mccool s,comedy
4268,town country,comedy
4270,mummy returns the,action adventure comedy thriller
4273,under the sand,drama
4274,cleopatra,drama romance
4275,krull,action adventure fantasy sci fi
4276,lost in america,comedy
4277,lost world the,adventure sci fi
4278,triumph of the will,documentary
4279,true believer,crime
4280,world according to garp the,comedy drama romance
4281,candy,comedy
4282,fellini satyricon,drama fantasy
4283,fellini s roma,drama
4284,frankie and johnny,comedy
4285,frankie and johnny,comedy romance
4286,home of our own a,drama
4287,paris when it sizzles,comedy romance
4288,pola x,drama romance
4290,for the boys,comedy drama musical
4291,nine to five,comedy crime
4292,norma rae,drama
4293,summer rental,comedy
4294,fingers of dr t the,children fantasy musical
4296,love story,drama romance
4298,rififi,crime film noir thriller
4299,knight s tale a,action comedy romance
4300,bread and roses,drama
4302,king is alive the,drama
4304,startup com,documentary
4305,angel eyes,romance thriller
4306,shrek,adventure animation children comedy fantasy romance
4307,fast food fast women,comedy romance
4308,moulin rouge,drama musical romance
4310,pearl harbor,action drama romance war
4313,man who cried the,drama
4317,love potion,comedy romance
4318,postcards from the edge,comedy drama
4319,apache,western
4320,buffalo bill and the indians or sitting bull s history lesson,comedy western
4321,city slickers,comedy western
4322,eight men out,drama
4323,horse soldiers the,adventure war western
4326,mississippi burning,crime drama thriller
4327,magnificent seven the,adventure western
4329,rio bravo,western
4331,semi tough,comedy
4332,suspect,crime drama thriller
4333,throw momma from the train,comedy crime
4334,yi yi,drama
4336,nightwatch,horror thriller
4337,sand pebbles the,drama romance war
4338,twelve o clock high,drama war
4339,von ryan s express,action adventure drama war
4340,animal the,comedy
